ENT,MUN,LOC,TIPOLOC,OTROTIPO_C,DIS_TRANS,AUTO,MICRO,CAMION,TAXI,BICI,BARCO,AUTOCAB,MICROCAB,CAMIONCAB,TAXICAB,BICICAB,BARCOCAB,TRANSPRIN,FRECUENCIA,TIEMPO,ABASTECIM,AGUACOB,AGUAFUEN,AGUAOFUEN_C,DRENAJE,DRENAJECOB,DDRENAJE,ODDRENAJE_C,LIMCALLE,RECBASURA,DESBASURA,ODESBASURA_C,ALUMBRADO,ENFUENTE,ENOFUENTE_C,ALUMBCOB,MANZANA,RECUBCOB,BANQUETAS,PLAZA,CANCHA,PARQUE,BIBLIOTECA,CULTURA,SALON,FRIJOL,MAIZ,TORTILLA,PAN,ARROZ,LECHE,HUEVO,CARNE,POLLO,PESCADO,FRUTA,TIANGUIS,ABARROTE,DICONSA,LICONSA,FARMACIA,PAPELERIA,FERRETERIA,ROPA,LOZA,MUEBLE,MATERIAL,GAS,GOB_EDO,GOB_MUN,ORG_NG,OTRO_CC,OTRO_CD_C,CLINICA,MEDICO,PARTERA,BRIGADA,PROMOTOR,CURANDERO,TELEFONO,INTERNET,SENALCEL,TELEVISIONA,TELEVISIONP,DINERO,LTRABAJO,ACTAGR_V,ACTAGR_CF,ACTAGR_NO,ACTPEC_V,ACTPEC_CF,ACTPEC_NO,ACTMIN_V,ACTMIN_CF,ACTMIN_NO,ACTFOR_V,ACTFOR_CF,ACTFOR_NO,ACTREC_V,ACTREC_CF,ACTREC_NO,ACTPES_V,ACTPES_CF,ACTPES_NO,ACTART_V,ACTART_CF,ACTART_NO,OTRAACT_V,OTRAACT_CF,OTRAACT_NO,OTRAACT_C,ACT_PRIN,OACT_PRIN_C,PRODUCTO_C1,PRODUCTO_C2,PRODUCTO_C3,AUTMUN,OTRAMUN_C,CEJIDAL,INDIGENA,TRADICIONAL,POLICIA,CONFLICTO1,CONFLICTO2,CONFLICTO3,CONFLICTO4,CONFLICTO5,OCONF,OCONF_D_C,SEQUIA,HELADA,INUNDACION,INCENDIO,TEMBLOR,CICLON,OTRO_DANO,OTRO_DANO_DES_C,AIRE,MOTOR,BASURERO,RUIDO,AGUA,A_NEGRA,RIOS,PESTICIDAS,TERRENOS,PLAGAS,OCONT,OCONT_D_C,HABLALI,USOESC,USOIGL,USOFEST,USOCOMP,USOFAM,USOHOG,PROBLEMA,PROBLEMA_O_C,POBTOT,TAMLOC,LOC_LENGUA40PC
20,450,0055,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,7,1,3,2,4,6,8,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,3,,2,4,6,8,2,4,6,8,1,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,2,3,5,7,1,3,03,,73,1,3
20,450,0056,02,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,5,8,2,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,3,6,8,2,4,1,,02,,04,,,,,09,,,03,,05,,,,09,,02,,,,06,,1,,111096,111066,,5,111,2,4,5,8,2,4,6,8,2,4,,1,4,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,2,3,5,8,1,3,01,,51,1,1
20,450,0057,02,,3,,,,,,,,,,,,,,,,2,4,1,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,6,8,2,4,2,,,03,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,2,,112022,,,5,889,2,4,5,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,5,7,1,3,01,,80,1,1
20,450,0058,02,,1,2,4,5,8,2,4,,,1,,,,3,3,30,2,4,5,,3,,,,2,4,,,1,1,,4,3,,,2,3,6,8,2,3,2,3,6,8,1,3,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,01,,128,2,3
20,450,0059,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,1,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,02,,,05,,,08,,,02,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,5,8,1,3,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,02,,95,1,1
20,450,0060,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,4,6,7,1,3,5,8,1,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,3,6,8,1,4,1,,02,,,05,,,,09,,02,,,05,,,08,,,02,,,,06,,1,,111096,,,6,,2,4,5,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,02,,139,2,1
20,450,0061,02,,3,,,,,,,,,,,,,,,,2,3,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,2,4,6,8,2,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,7,1,3,2,4,6,8,2,4,3,,02,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111096,,,3,,2,4,5,8,1,4,6,8,2,4,,1,4,6,7,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,02,,235,2,1
20,451,0002,03,,3,,,,,,,,,,,,,,,,3,,1,,3,,,,2,4,,,1,2,,4,1,5,5,2,3,6,8,2,3,1,3,5,7,1,3,5,8,2,4,5,1,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,1,3,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111096,111153,111066,3,,1,3,6,8,2,4,6,8,2,4,,1,3,6,8,2,3,6,,2,4,6,8,2,4,6,8,1,3,6,,1,1,3,5,7,1,3,04,,301,3,1
20,451,0003,03,,1,2,3,5,7,2,4,,1,1,1,,,4,,50,3,,1,,3,,,,2,4,,,3,,,,1,5,5,2,3,6,8,2,4,2,3,6,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,7,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,01,02,,,,06,,1,,111096,111153,111066,3,,2,4,5,7,1,4,6,7,1,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,5,041,1,2,3,5,7,1,3,01,,84,1,1
20,451,0005,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,111153,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,2,3,5,7,1,3,02,,61,1,1
20,451,0006,02,,3,,,,,,,,,,,,,,,,1,3,1,,3,,,,1,4,6,,1,1,,4,3,,,2,3,6,8,2,3,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,7,2,3,2,4,6,8,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,01,,,,,06,,1,,111096,,,3,,1,4,5,8,2,4,6,8,2,4,,1,3,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,01,,116,2,1
20,451,0007,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,1,4,6,8,2,4,6,7,1,4,,1,3,5,8,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,10,,184,2,1
20,451,0009,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,1,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,1,4,6,8,2,4,6,7,1,4,,1,3,5,8,1,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,10,,3,1,1
20,452,0003,03,,1,2,4,6,8,1,4,,,,,1,,5,,10,1,1,1,,3,,,,2,4,,,1,1,,1,1,4,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,5,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,1,4,2,3,5,7,1,4,1,01,02,,04,05,,,,09,,,03,,05,,,,09,01,,,,,06,,1,,111079,,,3,,2,4,6,7,2,4,6,8,2,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,2,3,5,7,1,3,01,,520,4,3
20,452,0005,02,,3,,,,,,,,,,,,,,,,1,2,1,,1,2,5,,2,3,4,,1,1,,1,3,,,1,3,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,1,01,02,,04,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111032,,,3,,2,4,6,8,2,4,6,8,2,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,121,74,1,1
20,452,0006,02,,3,,,,,,,,,,,,,,,,1,4,1,,3,,,,2,4,,,1,1,,1,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,7,1,4,,1,4,6,7,2,4,6,,2,4,5,8,2,3,6,8,2,4,6,,1,1,3,5,7,1,3,06,,6,1,1
20,453,0004,03,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,4,,,1,1,,2,1,4,5,2,3,6,8,2,4,1,3,6,7,1,4,5,7,1,3,5,2,3,5,8,2,4,2,3,6,8,2,3,1,4,6,8,,1,4,5,8,2,4,1,3,6,8,1,4,1,01,02,,04,05,,,,09,,,03,,,06,07,08,,,,03,,,06,,1,,111096,111006,,6,,2,4,6,7,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,5,8,2,4,6,,1,2,4,6,8,1,3,02,,209,2,3
20,453,0007,02,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,4,,,1,1,,2,3,,,2,3,6,8,2,4,1,3,5,8,1,4,5,7,1,3,5,2,3,5,8,2,4,2,3,6,8,2,3,1,4,6,8,,1,4,5,8,2,4,1,3,6,8,1,4,1,01,02,,04,05,,,,09,,,03,,,06,07,08,,,,03,,,06,,1,,111096,,,6,,2,4,6,7,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,5,8,2,4,6,,1,2,4,6,8,1,3,02,,92,1,3
20,453,0009,02,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,4,,,1,1,,2,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,1,4,1,01,02,,04,05,,,,09,,,03,,,06,07,,,,,03,,,06,,6,,,,,6,,2,4,6,8,2,4,5,7,1,4,,1,4,6,7,1,3,6,,2,4,6,8,2,4,6,8,1,3,6,,1,2,4,6,8,1,3,02,,76,1,3
20,453,0010,03,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,4,,,1,1,,2,1,5,5,2,3,6,8,2,4,1,3,5,8,1,3,5,8,1,4,6,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,2,4,3,,,03,,05,,,,09,,,03,,,06,,08,,,,03,,,06,,6,,,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,5,7,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,4,6,8,2,3,02,,89,1,3
20,453,0011,03,,1,2,3,6,7,2,4,,3,,1,,,4,,45,1,1,1,,3,,,,2,3,4,,1,1,,2,1,4,5,2,3,5,8,2,4,1,3,5,8,1,3,5,8,1,3,6,2,3,5,8,1,3,2,4,6,8,2,4,2,4,6,7,031,1,4,5,8,2,3,2,3,5,8,1,4,3,01,,,04,,,,08,,,02,,04,,,07,08,,,,03,,,06,,6,,,,,3,,2,4,6,7,1,4,5,8,1,4,,1,4,5,7,1,3,6,,2,3,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,06,,751,4,3
20,453,0012,03,,1,2,4,5,7,2,4,,,3,1,,,4,,45,1,1,1,,3,,,,2,4,,,1,1,,3,1,3,5,2,3,6,8,2,3,1,3,5,7,1,3,5,8,1,3,6,2,3,6,8,2,3,2,4,6,8,2,4,2,4,6,8,,1,4,5,8,1,4,2,3,6,8,1,4,3,,02,,,05,,,08,,,02,,,,06,,08,,,,03,,,06,,1,,111096,,,3,,2,4,6,7,2,4,6,8,1,4,,2,4,5,8,1,3,6,,2,4,6,8,2,4,6,8,2,3,6,,1,9,9,9,9,9,9,02,,477,3,3
20,453,0014,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,1,1,3
20,453,0015,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,1,4,7,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,1,,,03,,,06,,,09,,,03,,,06,07,,,,,03,,,06,,6,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,5,8,1,3,6,,2,4,6,8,1,4,6,8,2,4,6,,3,,,,,,,01,,1,1,3
20,454,0002,03,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,2,3,4,,3,,,,1,4,4,1,3,6,8,2,3,1,3,5,7,1,3,5,7,1,3,5,2,3,5,8,2,3,1,3,6,8,1,3,2,4,6,8,,1,4,5,8,2,3,1,3,6,7,1,4,3,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,111096,,1,,1,3,6,7,2,4,6,8,1,4,,1,4,6,7,1,3,6,,2,4,6,8,2,3,6,7,2,4,6,,1,1,3,5,7,1,3,06,,561,4,1
20,454,0003,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,2,4,6,8,1,4,5,7,2,4,6,2,3,5,7,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,4,6,8,1,4,2,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,5,998,2,4,6,7,2,4,6,8,2,4,,2,4,5,8,1,3,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,10,,298,3,1
20,454,0004,02,,3,,,,,,,,,,,,,,,,2,2,7,097,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,3,2,4,6,8,2,4,5,8,1,4,5,2,4,5,8,2,3,2,4,6,8,2,4,1,4,6,8,,2,4,6,8,1,3,1,3,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,1,,2,3,6,7,2,4,6,8,1,4,,1,4,6,7,1,3,6,,2,4,6,8,2,4,5,7,1,3,5,051,1,1,3,5,7,1,3,10,,334,3,1
20,454,0005,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,4,1,1
20,454,0006,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,1,1,,4,3,,,2,3,5,8,1,4,1,3,6,8,2,4,5,8,2,4,5,2,3,5,7,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,02,,,05,,,,09,,,03,,,06,,1,,111024,,,5,013,2,4,6,8,2,4,6,8,1,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,3,5,7,1,3,11,186,362,3,1
20,454,0007,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,01,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,5,111,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,10,,74,1,1
20,454,0008,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,3,2,4,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,5,8,1,4,2,4,6,8,1,4,1,01,,,,05,,,,09,,02,,,05,,,08,,,,03,,,06,,1,,111024,,,5,021,2,3,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,3,6,8,2,4,6,,1,1,3,5,7,1,3,08,,198,2,1
20,454,0009,03,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,1,3,4,,3,,,,1,9,9,2,4,6,8,2,4,1,3,6,7,1,4,5,8,2,4,5,2,3,5,8,2,4,2,3,6,8,2,4,1,4,6,8,,2,4,6,8,2,3,1,3,5,8,1,4,3,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,3,,2,4,6,8,2,4,6,8,1,4,,1,4,5,7,1,3,6,,2,3,6,8,2,4,6,8,1,4,6,,1,1,3,5,7,1,3,11,186,406,3,1
20,454,0010,02,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,3,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,2,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111027,,,5,021,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,09,,61,1,1
20,454,0011,02,,3,,,,,,,,,,,,,,,,1,3,5,,3,,,,2,3,4,,3,,,,3,,,2,3,6,8,2,4,1,3,6,8,1,3,5,8,2,4,6,2,4,5,7,2,4,1,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,2,4,2,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,111096,,5,011,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,1,3,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,05,,154,2,1
20,454,0012,02,,3,,,,,,,,,,,,,,,,2,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111066,111096,,6,,2,4,6,8,2,4,6,8,2,4,,1,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,3,5,7,1,3,10,,8,1,1
20,454,0013,02,,3,,,,,,,,,,,,,,,,2,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,01,,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111096,,,5,021,2,4,6,8,2,4,5,8,2,4,,1,3,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,05,,2,1,1
20,454,0014,02,,3,,,,,,,,,,,,,,,,2,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,4,6,8,2,4,1,,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,,,5,011,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,5,7,1,3,12,,14,1,1
20,454,0015,02,,3,,,,,,,,,,,,,,,,1,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,2,3,6,8,2,4,3,01,,,04,,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,5,011,2,4,6,8,2,4,6,8,1,4,,1,3,5,8,2,3,6,,2,4,6,8,2,3,5,7,1,3,6,,1,1,3,5,7,1,3,11,171,103,2,1
20,454,0016,02,,3,,,,,,,,,,,,,,,,1,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,01,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,9,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,4,5,7,1,3,09,,112,2,1
20,454,0017,02,,3,,,,,,,,,,,,,,,,2,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,4,2,4,6,8,1,4,2,01,,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,6,,2,4,6,8,2,4,6,8,1,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,33,1,1
20,454,0018,02,,3,,,,,,,,,,,,,,,,2,3,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,02,,,05,,,,09,,02,,,05,,,,09,,,03,,,06,,1,,111096,,,5,011,2,4,6,8,2,3,6,8,2,4,,1,3,6,8,1,4,6,,2,4,6,8,2,3,5,8,2,4,6,,1,1,3,5,7,1,3,12,,15,1,1
20,454,0019,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,4,6,8,2,4,4,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,05,,2,1,1
20,454,0020,02,,3,,,,,,,,,,,,,,,,2,3,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,1,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111024,111043,,5,011,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,201,224,2,1
20,454,0021,02,,3,,,,,,,,,,,,,,,,2,1,7,095,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,1,4,6,8,2,4,1,01,,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111024,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,04,,41,1,1
20,455,0002,03,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,4,,,1,1,,2,1,5,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,3,5,7,1,4,3,01,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,111025,6,,2,4,6,7,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,153,2,3
20,455,0003,03,,1,2,3,6,8,2,4,,1,,,,,2,2,25,1,1,2,,3,,,,2,4,,,1,1,,1,1,4,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,2,4,2,3,6,7,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,04,,,339,9,,,,,3,,1,4,6,7,2,4,6,8,2,4,,1,3,6,8,1,4,6,,2,4,6,8,2,4,5,8,2,3,6,,1,9,9,9,9,9,9,11,121,809,4,3
